"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"1029","14",86800000,86900000,"train","X0","blood","99.9.",1,"14",6.7e+07,67100000,"train","X0","blood","99.9.",2,"15",22400000,22500000,"train","X0","blood","99.9.",3,"14",69500000,69600000,"train","X0","blood","99.9.",4,"15",24400000,24500000,"train","X0","blood","99.9.",5,"14",86800000,86900000,"train","X0","blood","99.9.",6,"14",95800000,95900000,"train","X0","blood","99.9.",7,"14",73700000,73800000,"train","X0","blood","99.9.",8,"14",79100000,79200000,"train","X0","blood","99.9.",9,"14",78100000,78200000,"train","X0","blood","99.9.",10,"14",69200000,69300000,"train","X0","blood","99.9.",11,"14",86800000,86900000,"train","X0","blood","99.9.",12,"14",105100000,105200000,"train","X0","blood","99.9.",13,"14",79100000,79200000,"train","X0","blood","99.9.",14,"15",35300000,35400000,"train","X0","blood","99.9.",15,"14",78700000,78800000,"train","X0","blood","99.9.",16,"14",68300000,68400000,"train","X0","blood","99.9.",17,"15",22800000,22900000,"train","X0","blood","99.9.",18,"14",95800000,95900000,"train","X0","blood","99.9.",19,"14",73700000,73800000,"train","X0","blood","99.9.",20,"14",58800000,58900000,"train","X0","blood","99.9.",21,"14",5.2e+07,52100000,"train","X0","blood","99.9.",22,"14",96400000,96500000,"train","X0","blood","99.9.",23,"15",35300000,35400000,"train","X0","blood","99.9.",24,"15",22800000,22900000,"train","X0","blood","99.9.",25,"14",51200000,51300000,"train","X0","blood","99.9.",26,"14",78700000,78800000,"train","X0","blood","99.9.",27,"14",97600000,97700000,"train","X0","blood","99.9.",28,"14",62300000,62400000,"train","X0","blood","99.9.",29,"14",69200000,69300000,"train","X0","blood","99.9.",30
"1030","14",93700000,93800000,"train","X0","blood","99.9.",1,"14",67100000,67200000,"train","X0","blood","99.9.",2,"15",24400000,24500000,"train","X0","blood","99.9.",3,"14",73700000,73800000,"train","X0","blood","99.9.",4,"15",28100000,28200000,"train","X0","blood","99.9.",5,"14",93700000,93800000,"train","X0","blood","99.9.",6,"14",96200000,96300000,"train","X0","blood","99.9.",7,"14",78100000,78200000,"train","X0","blood","99.9.",8,"14",82700000,82800000,"train","X0","blood","99.9.",9,"14",78900000,7.9e+07,"train","X0","blood","99.9.",10,"14",69500000,69600000,"train","X0","blood","99.9.",11,"14",93700000,93800000,"train","X0","blood","99.9.",12,"14",1.06e+08,106100000,"train","X0","blood","99.9.",13,"14",85400000,85500000,"train","X0","blood","99.9.",14,"15",36700000,36800000,"train","X0","blood","99.9.",15,"14",79100000,79200000,"train","X0","blood","99.9.",16,"14",69100000,69200000,"train","X0","blood","99.9.",17,"15",24400000,24500000,"train","X0","blood","99.9.",18,"14",96400000,96500000,"train","X0","blood","99.9.",19,"14",78100000,78200000,"train","X0","blood","99.9.",20,"14",58900000,5.9e+07,"train","X0","blood","99.9.",21,"14",53700000,53800000,"train","X0","blood","99.9.",22,"14",96500000,96600000,"train","X0","blood","99.9.",23,"15",39800000,39900000,"train","X0","blood","99.9.",24,"15",24400000,24500000,"train","X0","blood","99.9.",25,"14",5.2e+07,52100000,"train","X0","blood","99.9.",26,"14",78900000,7.9e+07,"train","X0","blood","99.9.",27,"14",1.03e+08,103100000,"train","X0","blood","99.9.",28,"14",65700000,65800000,"train","X0","blood","99.9.",29,"14",69500000,69600000,"train","X0","blood","99.9.",30
"1031","14",95800000,95900000,"train","X0","blood","99.9.",1,"14",68300000,68400000,"train","X0","blood","99.9.",2,"15",24600000,24700000,"train","X0","blood","99.9.",3,"14",78100000,78200000,"train","X0","blood","99.9.",4,"15",33200000,33300000,"train","X0","blood","99.9.",5,"14",96200000,96300000,"train","X0","blood","99.9.",6,"14",96400000,96500000,"train","X0","blood","99.9.",7,"14",78700000,78800000,"train","X0","blood","99.9.",8,"14",85400000,85500000,"train","X0","blood","99.9.",9,"14",85400000,85500000,"train","X0","blood","99.9.",10,"14",78100000,78200000,"train","X0","blood","99.9.",11,"14",96200000,96300000,"train","X0","blood","99.9.",12,"15",22800000,22900000,"train","X0","blood","99.9.",13,"14",86800000,86900000,"train","X0","blood","99.9.",14,"15",39800000,39900000,"train","X0","blood","99.9.",15,"14",82700000,82800000,"train","X0","blood","99.9.",16,"14",69500000,69600000,"train","X0","blood","99.9.",17,"15",28100000,28200000,"train","X0","blood","99.9.",18,"14",1.03e+08,103100000,"train","X0","blood","99.9.",19,"14",78900000,7.9e+07,"train","X0","blood","99.9.",20,"14",62300000,62400000,"train","X0","blood","99.9.",21,"14",58500000,58600000,"train","X0","blood","99.9.",22,"14",97600000,97700000,"train","X0","blood","99.9.",23,"15",40200000,40300000,"train","X0","blood","99.9.",24,"15",24600000,24700000,"train","X0","blood","99.9.",25,"14",53700000,53800000,"train","X0","blood","99.9.",26,"14",79100000,79200000,"train","X0","blood","99.9.",27,"14",106100000,106200000,"train","X0","blood","99.9.",28,"14",6.7e+07,67100000,"train","X0","blood","99.9.",29,"14",73700000,73800000,"train","X0","blood","99.9.",30
"1032","14",96200000,96300000,"train","X0","blood","99.9.",1,"14",69500000,69600000,"train","X0","blood","99.9.",2,"15",28100000,28200000,"train","X0","blood","99.9.",3,"14",78700000,78800000,"train","X0","blood","99.9.",4,"15",34200000,34300000,"train","X0","blood","99.9.",5,"14",96400000,96500000,"train","X0","blood","99.9.",6,"14",96500000,96600000,"train","X0","blood","99.9.",7,"14",78900000,7.9e+07,"train","X0","blood","99.9.",8,"14",86800000,86900000,"train","X0","blood","99.9.",9,"14",86800000,86900000,"train","X0","blood","99.9.",10,"14",78700000,78800000,"train","X0","blood","99.9.",11,"14",96400000,96500000,"train","X0","blood","99.9.",12,"15",24600000,24700000,"train","X0","blood","99.9.",13,"14",93700000,93800000,"train","X0","blood","99.9.",14,"15",40200000,40300000,"train","X0","blood","99.9.",15,"14",93700000,93800000,"train","X0","blood","99.9.",16,"14",73700000,73800000,"train","X0","blood","99.9.",17,"15",36700000,36800000,"train","X0","blood","99.9.",18,"14",105100000,105200000,"train","X0","blood","99.9.",19,"14",82700000,82800000,"train","X0","blood","99.9.",20,"14",65700000,65800000,"train","X0","blood","99.9.",21,"14",58900000,5.9e+07,"train","X0","blood","99.9.",22,"14",1.03e+08,103100000,"train","X0","blood","99.9.",23,"15",41400000,41500000,"train","X0","blood","99.9.",24,"15",28100000,28200000,"train","X0","blood","99.9.",25,"14",58800000,58900000,"train","X0","blood","99.9.",26,"14",82700000,82800000,"train","X0","blood","99.9.",27,"14",106400000,106500000,"train","X0","blood","99.9.",28,"14",67100000,67200000,"train","X0","blood","99.9.",29,"14",78100000,78200000,"train","X0","blood","99.9.",30
"1033","14",96400000,96500000,"train","X0","blood","99.9.",1,"14",73700000,73800000,"train","X0","blood","99.9.",2,"15",33200000,33300000,"train","X0","blood","99.9.",3,"14",78900000,7.9e+07,"train","X0","blood","99.9.",4,"15",35300000,35400000,"train","X0","blood","99.9.",5,"14",96500000,96600000,"train","X0","blood","99.9.",6,"14",97600000,97700000,"train","X0","blood","99.9.",7,"14",79100000,79200000,"train","X0","blood","99.9.",8,"14",93700000,93800000,"train","X0","blood","99.9.",9,"14",93700000,93800000,"train","X0","blood","99.9.",10,"14",78900000,7.9e+07,"train","X0","blood","99.9.",11,"14",96500000,96600000,"train","X0","blood","99.9.",12,"15",33200000,33300000,"train","X0","blood","99.9.",13,"14",96200000,96300000,"train","X0","blood","99.9.",14,"15",41400000,41500000,"train","X0","blood","99.9.",15,"14",95800000,95900000,"train","X0","blood","99.9.",16,"14",78100000,78200000,"train","X0","blood","99.9.",17,"15",39400000,39500000,"train","X0","blood","99.9.",18,"14",1.06e+08,106100000,"train","X0","blood","99.9.",19,"14",86800000,86900000,"train","X0","blood","99.9.",20,"14",6.7e+07,67100000,"train","X0","blood","99.9.",21,"14",6.7e+07,67100000,"train","X0","blood","99.9.",22,"14",105100000,105200000,"train","X0","blood","99.9.",23,"15",41500000,41600000,"train","X0","blood","99.9.",24,"15",33200000,33300000,"train","X0","blood","99.9.",25,"14",58900000,5.9e+07,"train","X0","blood","99.9.",26,"14",86800000,86900000,"train","X0","blood","99.9.",27,"15",22400000,22500000,"train","X0","blood","99.9.",28,"14",68300000,68400000,"train","X0","blood","99.9.",29,"14",78700000,78800000,"train","X0","blood","99.9.",30
"1034","14",96500000,96600000,"train","X0","blood","99.9.",1,"14",78100000,78200000,"train","X0","blood","99.9.",2,"15",34200000,34300000,"train","X0","blood","99.9.",3,"14",82700000,82800000,"train","X0","blood","99.9.",4,"15",39800000,39900000,"train","X0","blood","99.9.",5,"14",97600000,97700000,"train","X0","blood","99.9.",6,"14",1.03e+08,103100000,"train","X0","blood","99.9.",7,"14",82700000,82800000,"train","X0","blood","99.9.",8,"14",95800000,95900000,"train","X0","blood","99.9.",9,"14",95800000,95900000,"train","X0","blood","99.9.",10,"14",79100000,79200000,"train","X0","blood","99.9.",11,"14",1.03e+08,103100000,"train","X0","blood","99.9.",12,"15",34200000,34300000,"train","X0","blood","99.9.",13,"14",96500000,96600000,"train","X0","blood","99.9.",14,"15",41500000,41600000,"train","X0","blood","99.9.",15,"14",96200000,96300000,"train","X0","blood","99.9.",16,"14",78700000,78800000,"train","X0","blood","99.9.",17,"15",39800000,39900000,"train","X0","blood","99.9.",18,"14",106100000,106200000,"train","X0","blood","99.9.",19,"14",93700000,93800000,"train","X0","blood","99.9.",20,"14",67100000,67200000,"train","X0","blood","99.9.",21,"14",67100000,67200000,"train","X0","blood","99.9.",22,"14",1.06e+08,106100000,"train","X0","blood","99.9.",23,"15",41600000,41700000,"train","X0","blood","99.9.",24,"15",36700000,36800000,"train","X0","blood","99.9.",25,"14",65700000,65800000,"train","X0","blood","99.9.",26,"14",96200000,96300000,"train","X0","blood","99.9.",27,"15",22800000,22900000,"train","X0","blood","99.9.",28,"14",69100000,69200000,"train","X0","blood","99.9.",29,"14",79100000,79200000,"train","X0","blood","99.9.",30
"1036","14",1.03e+08,103100000,"train","X0","blood","99.9.",1,"14",78900000,7.9e+07,"train","X0","blood","99.9.",2,"15",36700000,36800000,"train","X0","blood","99.9.",3,"14",86800000,86900000,"train","X0","blood","99.9.",4,"15",39900000,4e+07,"train","X0","blood","99.9.",5,"14",1.03e+08,103100000,"train","X0","blood","99.9.",6,"14",106100000,106200000,"train","X0","blood","99.9.",7,"14",85400000,85500000,"train","X0","blood","99.9.",8,"14",96200000,96300000,"train","X0","blood","99.9.",9,"14",96200000,96300000,"train","X0","blood","99.9.",10,"14",82700000,82800000,"train","X0","blood","99.9.",11,"14",105100000,105200000,"train","X0","blood","99.9.",12,"15",35300000,35400000,"train","X0","blood","99.9.",13,"14",97600000,97700000,"train","X0","blood","99.9.",14,"15",4.2e+07,42100000,"train","X0","blood","99.9.",15,"14",96500000,96600000,"train","X0","blood","99.9.",16,"14",79100000,79200000,"train","X0","blood","99.9.",17,"15",39900000,4e+07,"train","X0","blood","99.9.",18,"14",106400000,106500000,"train","X0","blood","99.9.",19,"14",95800000,95900000,"train","X0","blood","99.9.",20,"14",78100000,78200000,"train","X0","blood","99.9.",21,"14",68300000,68400000,"train","X0","blood","99.9.",22,"14",106400000,106500000,"train","X0","blood","99.9.",23,"15",4.2e+07,42100000,"train","X0","blood","99.9.",24,"15",37400000,37500000,"train","X0","blood","99.9.",25,"14",6.7e+07,67100000,"train","X0","blood","99.9.",26,"14",96400000,96500000,"train","X0","blood","99.9.",27,"15",24400000,24500000,"train","X0","blood","99.9.",28,"14",69200000,69300000,"train","X0","blood","99.9.",29,"14",82700000,82800000,"train","X0","blood","99.9.",30
"1037","14",105100000,105200000,"train","X0","blood","99.9.",1,"14",85400000,85500000,"train","X0","blood","99.9.",2,"15",37400000,37500000,"train","X0","blood","99.9.",3,"14",96200000,96300000,"train","X0","blood","99.9.",4,"15",40200000,40300000,"train","X0","blood","99.9.",5,"14",105100000,105200000,"train","X0","blood","99.9.",6,"14",106400000,106500000,"train","X0","blood","99.9.",7,"14",86800000,86900000,"train","X0","blood","99.9.",8,"14",96500000,96600000,"train","X0","blood","99.9.",9,"14",96500000,96600000,"train","X0","blood","99.9.",10,"14",93700000,93800000,"train","X0","blood","99.9.",11,"14",1.06e+08,106100000,"train","X0","blood","99.9.",12,"15",37400000,37500000,"train","X0","blood","99.9.",13,"14",1.03e+08,103100000,"train","X0","blood","99.9.",14,"15",42500000,42600000,"train","X0","blood","99.9.",15,"14",1.03e+08,103100000,"train","X0","blood","99.9.",16,"14",82700000,82800000,"train","X0","blood","99.9.",17,"15",41400000,41500000,"train","X0","blood","99.9.",18,"15",22400000,22500000,"train","X0","blood","99.9.",19,"14",96200000,96300000,"train","X0","blood","99.9.",20,"14",78700000,78800000,"train","X0","blood","99.9.",21,"14",69100000,69200000,"train","X0","blood","99.9.",22,"15",24400000,24500000,"train","X0","blood","99.9.",23,"15",42500000,42600000,"train","X0","blood","99.9.",24,"15",39400000,39500000,"train","X0","blood","99.9.",25,"14",67100000,67200000,"train","X0","blood","99.9.",26,"14",96500000,96600000,"train","X0","blood","99.9.",27,"15",28100000,28200000,"train","X0","blood","99.9.",28,"14",69500000,69600000,"train","X0","blood","99.9.",29,"14",86800000,86900000,"train","X0","blood","99.9.",30
"1039","14",106100000,106200000,"train","X0","blood","99.9.",1,"14",86800000,86900000,"train","X0","blood","99.9.",2,"15",39400000,39500000,"train","X0","blood","99.9.",3,"14",96400000,96500000,"train","X0","blood","99.9.",4,"15",41400000,41500000,"train","X0","blood","99.9.",5,"14",1.06e+08,106100000,"train","X0","blood","99.9.",6,"15",22400000,22500000,"train","X0","blood","99.9.",7,"14",93700000,93800000,"train","X0","blood","99.9.",8,"14",105100000,105200000,"train","X0","blood","99.9.",9,"14",97600000,97700000,"train","X0","blood","99.9.",10,"14",95800000,95900000,"train","X0","blood","99.9.",11,"14",106400000,106500000,"train","X0","blood","99.9.",12,"15",39400000,39500000,"train","X0","blood","99.9.",13,"14",105100000,105200000,"train","X0","blood","99.9.",14,"15",42600000,42700000,"train","X0","blood","99.9.",15,"14",105100000,105200000,"train","X0","blood","99.9.",16,"14",85400000,85500000,"train","X0","blood","99.9.",17,"15",41500000,41600000,"train","X0","blood","99.9.",18,"15",22800000,22900000,"train","X0","blood","99.9.",19,"14",96400000,96500000,"train","X0","blood","99.9.",20,"14",79100000,79200000,"train","X0","blood","99.9.",21,"14",69500000,69600000,"train","X0","blood","99.9.",22,"15",24600000,24700000,"train","X0","blood","99.9.",23,"15",42600000,42700000,"train","X0","blood","99.9.",24,"15",39900000,4e+07,"train","X0","blood","99.9.",25,"14",69100000,69200000,"train","X0","blood","99.9.",26,"14",97600000,97700000,"train","X0","blood","99.9.",27,"15",33200000,33300000,"train","X0","blood","99.9.",28,"14",73700000,73800000,"train","X0","blood","99.9.",29,"14",93700000,93800000,"train","X0","blood","99.9.",30
"1042","14",106400000,106500000,"train","X0","blood","99.9.",1,"14",93700000,93800000,"train","X0","blood","99.9.",2,"15",39800000,39900000,"train","X0","blood","99.9.",3,"14",96500000,96600000,"train","X0","blood","99.9.",4,"15",41500000,41600000,"train","X0","blood","99.9.",5,"14",106400000,106500000,"train","X0","blood","99.9.",6,"15",22800000,22900000,"train","X0","blood","99.9.",7,"14",96200000,96300000,"train","X0","blood","99.9.",8,"14",106100000,106200000,"train","X0","blood","99.9.",9,"14",1.03e+08,103100000,"train","X0","blood","99.9.",10,"14",96200000,96300000,"train","X0","blood","99.9.",11,"15",22400000,22500000,"train","X0","blood","99.9.",12,"15",39800000,39900000,"train","X0","blood","99.9.",13,"14",1.06e+08,106100000,"train","X0","blood","99.9.",14,"15",42800000,42900000,"train","X0","blood","99.9.",15,"14",106400000,106500000,"train","X0","blood","99.9.",16,"14",93700000,93800000,"train","X0","blood","99.9.",17,"15",41600000,41700000,"train","X0","blood","99.9.",18,"15",24600000,24700000,"train","X0","blood","99.9.",19,"14",96500000,96600000,"train","X0","blood","99.9.",20,"14",85400000,85500000,"train","X0","blood","99.9.",21,"14",78100000,78200000,"train","X0","blood","99.9.",22,"15",28100000,28200000,"train","X0","blood","99.9.",23,"15",42800000,42900000,"train","X0","blood","99.9.",24,"15",41400000,41500000,"train","X0","blood","99.9.",25,"14",69200000,69300000,"train","X0","blood","99.9.",26,"14",1.03e+08,103100000,"train","X0","blood","99.9.",27,"15",34200000,34300000,"train","X0","blood","99.9.",28,"14",78700000,78800000,"train","X0","blood","99.9.",29,"14",95800000,95900000,"train","X0","blood","99.9.",30
"1044","15",22800000,22900000,"train","X0","blood","99.9.",1,"14",96200000,96300000,"train","X0","blood","99.9.",2,"15",40200000,40300000,"train","X0","blood","99.9.",3,"14",97600000,97700000,"train","X0","blood","99.9.",4,"15",41600000,41700000,"train","X0","blood","99.9.",5,"15",22400000,22500000,"train","X0","blood","99.9.",6,"15",24400000,24500000,"train","X0","blood","99.9.",7,"14",97600000,97700000,"train","X0","blood","99.9.",8,"15",22400000,22500000,"train","X0","blood","99.9.",9,"14",105100000,105200000,"train","X0","blood","99.9.",10,"14",96400000,96500000,"train","X0","blood","99.9.",11,"15",22800000,22900000,"train","X0","blood","99.9.",12,"15",39900000,4e+07,"train","X0","blood","99.9.",13,"14",106100000,106200000,"train","X0","blood","99.9.",14,"15",43600000,43700000,"train","X0","blood","99.9.",15,"15",22400000,22500000,"train","X0","blood","99.9.",16,"14",96200000,96300000,"train","X0","blood","99.9.",17,"15",42500000,42600000,"train","X0","blood","99.9.",18,"15",34200000,34300000,"train","X0","blood","99.9.",19,"14",97600000,97700000,"train","X0","blood","99.9.",20,"14",86800000,86900000,"train","X0","blood","99.9.",21,"14",78700000,78800000,"train","X0","blood","99.9.",22,"15",34200000,34300000,"train","X0","blood","99.9.",23,"15",44900000,4.5e+07,"train","X0","blood","99.9.",24,"15",41500000,41600000,"train","X0","blood","99.9.",25,"14",69500000,69600000,"train","X0","blood","99.9.",26,"14",1.06e+08,106100000,"train","X0","blood","99.9.",27,"15",36700000,36800000,"train","X0","blood","99.9.",28,"14",78900000,7.9e+07,"train","X0","blood","99.9.",29,"14",96200000,96300000,"train","X0","blood","99.9.",30
"1045","15",24400000,24500000,"train","X0","blood","99.9.",1,"14",97600000,97700000,"train","X0","blood","99.9.",2,"15",41400000,41500000,"train","X0","blood","99.9.",3,"14",1.03e+08,103100000,"train","X0","blood","99.9.",4,"15",4.2e+07,42100000,"train","X0","blood","99.9.",5,"15",22800000,22900000,"train","X0","blood","99.9.",6,"15",24600000,24700000,"train","X0","blood","99.9.",7,"14",1.06e+08,106100000,"train","X0","blood","99.9.",8,"15",22800000,22900000,"train","X0","blood","99.9.",9,"14",106100000,106200000,"train","X0","blood","99.9.",10,"14",97600000,97700000,"train","X0","blood","99.9.",11,"15",24400000,24500000,"train","X0","blood","99.9.",12,"15",40200000,40300000,"train","X0","blood","99.9.",13,"14",106400000,106500000,"train","X0","blood","99.9.",14,"15",44900000,4.5e+07,"train","X0","blood","99.9.",15,"15",22800000,22900000,"train","X0","blood","99.9.",16,"14",96400000,96500000,"train","X0","blood","99.9.",17,"15",42800000,42900000,"train","X0","blood","99.9.",18,"15",36700000,36800000,"train","X0","blood","99.9.",19,"14",1.03e+08,103100000,"train","X0","blood","99.9.",20,"14",93700000,93800000,"train","X0","blood","99.9.",21,"14",78900000,7.9e+07,"train","X0","blood","99.9.",22,"15",35300000,35400000,"train","X0","blood","99.9.",23,"15",55800000,55900000,"train","X0","blood","99.9.",24,"15",42500000,42600000,"train","X0","blood","99.9.",25,"14",73700000,73800000,"train","X0","blood","99.9.",26,"14",106100000,106200000,"train","X0","blood","99.9.",27,"15",37400000,37500000,"train","X0","blood","99.9.",28,"14",79100000,79200000,"train","X0","blood","99.9.",29,"14",96400000,96500000,"train","X0","blood","99.9.",30
"1046","15",24600000,24700000,"train","X0","blood","99.9.",1,"14",1.06e+08,106100000,"train","X0","blood","99.9.",2,"15",41500000,41600000,"train","X0","blood","99.9.",3,"14",105100000,105200000,"train","X0","blood","99.9.",4,"15",42800000,42900000,"train","X0","blood","99.9.",5,"15",24600000,24700000,"train","X0","blood","99.9.",6,"15",34200000,34300000,"train","X0","blood","99.9.",7,"14",106100000,106200000,"train","X0","blood","99.9.",8,"15",24400000,24500000,"train","X0","blood","99.9.",9,"15",24600000,24700000,"train","X0","blood","99.9.",10,"14",105100000,105200000,"train","X0","blood","99.9.",11,"15",24600000,24700000,"train","X0","blood","99.9.",12,"15",41400000,41500000,"train","X0","blood","99.9.",13,"15",22400000,22500000,"train","X0","blood","99.9.",14,"15",48600000,48700000,"train","X0","blood","99.9.",15,"15",24400000,24500000,"train","X0","blood","99.9.",16,"14",96500000,96600000,"train","X0","blood","99.9.",17,"15",43600000,43700000,"train","X0","blood","99.9.",18,"15",37400000,37500000,"train","X0","blood","99.9.",19,"14",105100000,105200000,"train","X0","blood","99.9.",20,"14",96200000,96300000,"train","X0","blood","99.9.",21,"14",79100000,79200000,"train","X0","blood","99.9.",22,"15",36700000,36800000,"train","X0","blood","99.9.",23,"15",60800000,60900000,"train","X0","blood","99.9.",24,"15",42600000,42700000,"train","X0","blood","99.9.",25,"14",78700000,78800000,"train","X0","blood","99.9.",26,"14",106400000,106500000,"train","X0","blood","99.9.",27,"15",39800000,39900000,"train","X0","blood","99.9.",28,"14",82700000,82800000,"train","X0","blood","99.9.",29,"14",96500000,96600000,"train","X0","blood","99.9.",30
