"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"697","11",48300000,48400000,"train","X1","bone","99.",1,"10",84400000,84500000,"train","X1","bone","99.",2,"10",100200000,100300000,"train","X1","bone","99.",3,"10",100200000,100300000,"train","X1","bone","99.",4,"10",79700000,79800000,"train","X1","bone","99.",5,"10",79700000,79800000,"train","X1","bone","99.",6,"10",93700000,93800000,"train","X1","bone","99.",7,"10",1.21e+08,121100000,"train","X1","bone","99.",8,"10",89600000,89700000,"train","X1","bone","99.",9,"10",112100000,112200000,"train","X1","bone","99.",10,"10",122700000,122800000,"train","X1","bone","99.",11,"10",71900000,7.2e+07,"train","X1","bone","99.",12,"11",128600000,128700000,"train","X1","bone","99.",13,"10",134100000,134200000,"train","X1","bone","99.",14,"10",112100000,112200000,"train","X1","bone","99.",15,"10",112100000,112200000,"train","X1","bone","99.",16,"10",89600000,89700000,"train","X1","bone","99.",17,"11",48300000,48400000,"train","X1","bone","99.",18,"10",134900000,1.35e+08,"train","X1","bone","99.",19,"10",135100000,135200000,"train","X1","bone","99.",20,"10",134100000,134200000,"train","X1","bone","99.",21,"10",1.21e+08,121100000,"train","X1","bone","99.",22,"10",134900000,1.35e+08,"train","X1","bone","99.",23,"10",102300000,102400000,"train","X1","bone","99.",24,"10",112100000,112200000,"train","X1","bone","99.",25,"10",112100000,112200000,"train","X1","bone","99.",26,"10",93700000,93800000,"train","X1","bone","99.",27,"10",122700000,122800000,"train","X1","bone","99.",28,"10",134900000,1.35e+08,"train","X1","bone","99.",29,"10",122700000,122800000,"train","X1","bone","99.",30
"753","12",31900000,3.2e+07,"train","X1","bone","99.",1,"10",89600000,89700000,"train","X1","bone","99.",2,"10",102300000,102400000,"train","X1","bone","99.",3,"10",102300000,102400000,"train","X1","bone","99.",4,"10",84400000,84500000,"train","X1","bone","99.",5,"10",89600000,89700000,"train","X1","bone","99.",6,"10",102300000,102400000,"train","X1","bone","99.",7,"10",122700000,122800000,"train","X1","bone","99.",8,"10",93700000,93800000,"train","X1","bone","99.",9,"10",1.21e+08,121100000,"train","X1","bone","99.",10,"10",134100000,134200000,"train","X1","bone","99.",11,"10",79700000,79800000,"train","X1","bone","99.",12,"12",48300000,48400000,"train","X1","bone","99.",13,"10",134900000,1.35e+08,"train","X1","bone","99.",14,"10",1.21e+08,121100000,"train","X1","bone","99.",15,"10",1.21e+08,121100000,"train","X1","bone","99.",16,"10",100200000,100300000,"train","X1","bone","99.",17,"12",31900000,3.2e+07,"train","X1","bone","99.",18,"10",135100000,135200000,"train","X1","bone","99.",19,"11",48300000,48400000,"train","X1","bone","99.",20,"10",134900000,1.35e+08,"train","X1","bone","99.",21,"11",128600000,128700000,"train","X1","bone","99.",22,"11",48300000,48400000,"train","X1","bone","99.",23,"10",1.05e+08,105100000,"train","X1","bone","99.",24,"10",1.21e+08,121100000,"train","X1","bone","99.",25,"10",1.21e+08,121100000,"train","X1","bone","99.",26,"10",102300000,102400000,"train","X1","bone","99.",27,"10",134100000,134200000,"train","X1","bone","99.",28,"11",128600000,128700000,"train","X1","bone","99.",29,"10",134100000,134200000,"train","X1","bone","99.",30
"759","12",48300000,48400000,"train","X1","bone","99.",1,"10",100200000,100300000,"train","X1","bone","99.",2,"10",1.05e+08,105100000,"train","X1","bone","99.",3,"10",1.05e+08,105100000,"train","X1","bone","99.",4,"10",89600000,89700000,"train","X1","bone","99.",5,"10",100200000,100300000,"train","X1","bone","99.",6,"10",1.05e+08,105100000,"train","X1","bone","99.",7,"10",134100000,134200000,"train","X1","bone","99.",8,"10",100200000,100300000,"train","X1","bone","99.",9,"10",122700000,122800000,"train","X1","bone","99.",10,"10",134900000,1.35e+08,"train","X1","bone","99.",11,"10",84400000,84500000,"train","X1","bone","99.",12,"13",19300000,19400000,"train","X1","bone","99.",13,"10",135100000,135200000,"train","X1","bone","99.",14,"10",122700000,122800000,"train","X1","bone","99.",15,"10",122700000,122800000,"train","X1","bone","99.",16,"10",102300000,102400000,"train","X1","bone","99.",17,"12",48300000,48400000,"train","X1","bone","99.",18,"11",48300000,48400000,"train","X1","bone","99.",19,"11",128600000,128700000,"train","X1","bone","99.",20,"11",48300000,48400000,"train","X1","bone","99.",21,"12",31900000,3.2e+07,"train","X1","bone","99.",22,"11",128600000,128700000,"train","X1","bone","99.",23,"10",112100000,112200000,"train","X1","bone","99.",24,"10",122700000,122800000,"train","X1","bone","99.",25,"10",122700000,122800000,"train","X1","bone","99.",26,"10",1.05e+08,105100000,"train","X1","bone","99.",27,"10",134900000,1.35e+08,"train","X1","bone","99.",28,"12",31900000,3.2e+07,"train","X1","bone","99.",29,"10",134900000,1.35e+08,"train","X1","bone","99.",30
"797","13",19300000,19400000,"train","X1","bone","99.",1,"10",102300000,102400000,"train","X1","bone","99.",2,"10",112100000,112200000,"train","X1","bone","99.",3,"10",112100000,112200000,"train","X1","bone","99.",4,"10",93700000,93800000,"train","X1","bone","99.",5,"10",1.05e+08,105100000,"train","X1","bone","99.",6,"10",112100000,112200000,"train","X1","bone","99.",7,"10",134900000,1.35e+08,"train","X1","bone","99.",8,"10",1.05e+08,105100000,"train","X1","bone","99.",9,"10",134100000,134200000,"train","X1","bone","99.",10,"11",48300000,48400000,"train","X1","bone","99.",11,"10",89600000,89700000,"train","X1","bone","99.",12,"13",21700000,21800000,"train","X1","bone","99.",13,"11",128600000,128700000,"train","X1","bone","99.",14,"10",134900000,1.35e+08,"train","X1","bone","99.",15,"10",134900000,1.35e+08,"train","X1","bone","99.",16,"10",112100000,112200000,"train","X1","bone","99.",17,"13",19300000,19400000,"train","X1","bone","99.",18,"12",31900000,3.2e+07,"train","X1","bone","99.",19,"12",31900000,3.2e+07,"train","X1","bone","99.",20,"11",128600000,128700000,"train","X1","bone","99.",21,"12",48300000,48400000,"train","X1","bone","99.",22,"12",31900000,3.2e+07,"train","X1","bone","99.",23,"10",1.21e+08,121100000,"train","X1","bone","99.",24,"10",134900000,1.35e+08,"train","X1","bone","99.",25,"10",134900000,1.35e+08,"train","X1","bone","99.",26,"10",1.21e+08,121100000,"train","X1","bone","99.",27,"10",135100000,135200000,"train","X1","bone","99.",28,"12",48300000,48400000,"train","X1","bone","99.",29,"10",135100000,135200000,"train","X1","bone","99.",30
"798","13",21700000,21800000,"train","X1","bone","99.",1,"10",112100000,112200000,"train","X1","bone","99.",2,"10",1.21e+08,121100000,"train","X1","bone","99.",3,"10",1.21e+08,121100000,"train","X1","bone","99.",4,"10",100200000,100300000,"train","X1","bone","99.",5,"10",1.21e+08,121100000,"train","X1","bone","99.",6,"10",1.21e+08,121100000,"train","X1","bone","99.",7,"10",135100000,135200000,"train","X1","bone","99.",8,"10",112100000,112200000,"train","X1","bone","99.",9,"10",135100000,135200000,"train","X1","bone","99.",10,"12",31900000,3.2e+07,"train","X1","bone","99.",11,"10",100200000,100300000,"train","X1","bone","99.",12,"13",23500000,23600000,"train","X1","bone","99.",13,"12",48300000,48400000,"train","X1","bone","99.",14,"11",48300000,48400000,"train","X1","bone","99.",15,"10",135100000,135200000,"train","X1","bone","99.",16,"10",1.21e+08,121100000,"train","X1","bone","99.",17,"13",22300000,22400000,"train","X1","bone","99.",18,"13",19300000,19400000,"train","X1","bone","99.",19,"13",19300000,19400000,"train","X1","bone","99.",20,"12",31900000,3.2e+07,"train","X1","bone","99.",21,"13",19300000,19400000,"train","X1","bone","99.",22,"12",48300000,48400000,"train","X1","bone","99.",23,"10",134100000,134200000,"train","X1","bone","99.",24,"11",48300000,48400000,"train","X1","bone","99.",25,"10",135100000,135200000,"train","X1","bone","99.",26,"10",122700000,122800000,"train","X1","bone","99.",27,"11",128600000,128700000,"train","X1","bone","99.",28,"13",19300000,19400000,"train","X1","bone","99.",29,"11",48300000,48400000,"train","X1","bone","99.",30
"799","13",22300000,22400000,"train","X1","bone","99.",1,"10",1.21e+08,121100000,"train","X1","bone","99.",2,"10",134100000,134200000,"train","X1","bone","99.",3,"10",134900000,1.35e+08,"train","X1","bone","99.",4,"10",102300000,102400000,"train","X1","bone","99.",5,"10",122700000,122800000,"train","X1","bone","99.",6,"10",122700000,122800000,"train","X1","bone","99.",7,"11",48300000,48400000,"train","X1","bone","99.",8,"10",122700000,122800000,"train","X1","bone","99.",9,"11",48300000,48400000,"train","X1","bone","99.",10,"12",48300000,48400000,"train","X1","bone","99.",11,"10",1.05e+08,105100000,"train","X1","bone","99.",12,"13",40200000,40300000,"train","X1","bone","99.",13,"13",21700000,21800000,"train","X1","bone","99.",14,"11",128600000,128700000,"train","X1","bone","99.",15,"12",48300000,48400000,"train","X1","bone","99.",16,"10",122700000,122800000,"train","X1","bone","99.",17,"13",23500000,23600000,"train","X1","bone","99.",18,"13",21700000,21800000,"train","X1","bone","99.",19,"13",21700000,21800000,"train","X1","bone","99.",20,"12",48300000,48400000,"train","X1","bone","99.",21,"13",21700000,21800000,"train","X1","bone","99.",22,"13",19300000,19400000,"train","X1","bone","99.",23,"10",135100000,135200000,"train","X1","bone","99.",24,"11",128600000,128700000,"train","X1","bone","99.",25,"12",48300000,48400000,"train","X1","bone","99.",26,"10",134900000,1.35e+08,"train","X1","bone","99.",27,"12",31900000,3.2e+07,"train","X1","bone","99.",28,"13",21700000,21800000,"train","X1","bone","99.",29,"12",31900000,3.2e+07,"train","X1","bone","99.",30
"800","13",23500000,23600000,"train","X1","bone","99.",1,"10",122700000,122800000,"train","X1","bone","99.",2,"10",134900000,1.35e+08,"train","X1","bone","99.",3,"12",31900000,3.2e+07,"train","X1","bone","99.",4,"10",1.05e+08,105100000,"train","X1","bone","99.",5,"10",134100000,134200000,"train","X1","bone","99.",6,"10",135100000,135200000,"train","X1","bone","99.",7,"11",128600000,128700000,"train","X1","bone","99.",8,"10",134100000,134200000,"train","X1","bone","99.",9,"11",128600000,128700000,"train","X1","bone","99.",10,"13",21700000,21800000,"train","X1","bone","99.",11,"10",112100000,112200000,"train","X1","bone","99.",12,"13",42700000,42800000,"train","X1","bone","99.",13,"13",22300000,22400000,"train","X1","bone","99.",14,"13",19300000,19400000,"train","X1","bone","99.",15,"13",19300000,19400000,"train","X1","bone","99.",16,"11",128600000,128700000,"train","X1","bone","99.",17,"13",42700000,42800000,"train","X1","bone","99.",18,"13",22300000,22400000,"train","X1","bone","99.",19,"13",22300000,22400000,"train","X1","bone","99.",20,"13",21700000,21800000,"train","X1","bone","99.",21,"13",23500000,23600000,"train","X1","bone","99.",22,"13",21700000,21800000,"train","X1","bone","99.",23,"11",48300000,48400000,"train","X1","bone","99.",24,"12",48300000,48400000,"train","X1","bone","99.",25,"13",19300000,19400000,"train","X1","bone","99.",26,"10",135100000,135200000,"train","X1","bone","99.",27,"12",48300000,48400000,"train","X1","bone","99.",28,"13",23500000,23600000,"train","X1","bone","99.",29,"13",22300000,22400000,"train","X1","bone","99.",30
"806","13",40200000,40300000,"train","X1","bone","99.",1,"10",134900000,1.35e+08,"train","X1","bone","99.",2,"10",135100000,135200000,"train","X1","bone","99.",3,"12",48300000,48400000,"train","X1","bone","99.",4,"10",112100000,112200000,"train","X1","bone","99.",5,"10",134900000,1.35e+08,"train","X1","bone","99.",6,"11",48300000,48400000,"train","X1","bone","99.",7,"12",31900000,3.2e+07,"train","X1","bone","99.",8,"10",134900000,1.35e+08,"train","X1","bone","99.",9,"12",31900000,3.2e+07,"train","X1","bone","99.",10,"13",22300000,22400000,"train","X1","bone","99.",11,"10",1.21e+08,121100000,"train","X1","bone","99.",12,"13",57100000,57200000,"train","X1","bone","99.",13,"13",23500000,23600000,"train","X1","bone","99.",14,"13",21700000,21800000,"train","X1","bone","99.",15,"13",21700000,21800000,"train","X1","bone","99.",16,"12",31900000,3.2e+07,"train","X1","bone","99.",17,"13",45900000,4.6e+07,"train","X1","bone","99.",18,"13",23500000,23600000,"train","X1","bone","99.",19,"13",40200000,40300000,"train","X1","bone","99.",20,"13",22300000,22400000,"train","X1","bone","99.",21,"13",40200000,40300000,"train","X1","bone","99.",22,"13",22300000,22400000,"train","X1","bone","99.",23,"11",128600000,128700000,"train","X1","bone","99.",24,"13",19300000,19400000,"train","X1","bone","99.",25,"13",21700000,21800000,"train","X1","bone","99.",26,"11",48300000,48400000,"train","X1","bone","99.",27,"13",19300000,19400000,"train","X1","bone","99.",28,"13",40200000,40300000,"train","X1","bone","99.",29,"13",23500000,23600000,"train","X1","bone","99.",30
"808","13",45900000,4.6e+07,"train","X1","bone","99.",1,"10",135100000,135200000,"train","X1","bone","99.",2,"11",48300000,48400000,"train","X1","bone","99.",3,"13",19300000,19400000,"train","X1","bone","99.",4,"10",135100000,135200000,"train","X1","bone","99.",5,"10",135100000,135200000,"train","X1","bone","99.",6,"12",31900000,3.2e+07,"train","X1","bone","99.",7,"12",48300000,48400000,"train","X1","bone","99.",8,"11",48300000,48400000,"train","X1","bone","99.",9,"13",19300000,19400000,"train","X1","bone","99.",10,"13",23500000,23600000,"train","X1","bone","99.",11,"10",122700000,122800000,"train","X1","bone","99.",12,"13",60900000,6.1e+07,"train","X1","bone","99.",13,"13",42700000,42800000,"train","X1","bone","99.",14,"13",23500000,23600000,"train","X1","bone","99.",15,"13",42700000,42800000,"train","X1","bone","99.",16,"13",21700000,21800000,"train","X1","bone","99.",17,"13",57100000,57200000,"train","X1","bone","99.",18,"13",40200000,40300000,"train","X1","bone","99.",19,"13",42700000,42800000,"train","X1","bone","99.",20,"13",23500000,23600000,"train","X1","bone","99.",21,"13",42700000,42800000,"train","X1","bone","99.",22,"13",23500000,23600000,"train","X1","bone","99.",23,"12",31900000,3.2e+07,"train","X1","bone","99.",24,"13",21700000,21800000,"train","X1","bone","99.",25,"13",23500000,23600000,"train","X1","bone","99.",26,"11",128600000,128700000,"train","X1","bone","99.",27,"13",22300000,22400000,"train","X1","bone","99.",28,"13",42700000,42800000,"train","X1","bone","99.",29,"13",45900000,4.6e+07,"train","X1","bone","99.",30
"809","13",57100000,57200000,"train","X1","bone","99.",1,"11",48300000,48400000,"train","X1","bone","99.",2,"11",128600000,128700000,"train","X1","bone","99.",3,"13",22300000,22400000,"train","X1","bone","99.",4,"11",48300000,48400000,"train","X1","bone","99.",5,"11",48300000,48400000,"train","X1","bone","99.",6,"12",48300000,48400000,"train","X1","bone","99.",7,"13",19300000,19400000,"train","X1","bone","99.",8,"11",128600000,128700000,"train","X1","bone","99.",9,"13",21700000,21800000,"train","X1","bone","99.",10,"13",40200000,40300000,"train","X1","bone","99.",11,"12",48300000,48400000,"train","X1","bone","99.",12,"13",67900000,6.8e+07,"train","X1","bone","99.",13,"13",45900000,4.6e+07,"train","X1","bone","99.",14,"13",67900000,6.8e+07,"train","X1","bone","99.",15,"13",45900000,4.6e+07,"train","X1","bone","99.",16,"13",23500000,23600000,"train","X1","bone","99.",17,"13",60900000,6.1e+07,"train","X1","bone","99.",18,"13",42700000,42800000,"train","X1","bone","99.",19,"13",45900000,4.6e+07,"train","X1","bone","99.",20,"13",40200000,40300000,"train","X1","bone","99.",21,"13",45900000,4.6e+07,"train","X1","bone","99.",22,"13",60900000,6.1e+07,"train","X1","bone","99.",23,"12",48300000,48400000,"train","X1","bone","99.",24,"13",22300000,22400000,"train","X1","bone","99.",25,"13",40200000,40300000,"train","X1","bone","99.",26,"12",31900000,3.2e+07,"train","X1","bone","99.",27,"13",40200000,40300000,"train","X1","bone","99.",28,"13",45900000,4.6e+07,"train","X1","bone","99.",29,"13",67900000,6.8e+07,"train","X1","bone","99.",30
"810","13",60900000,6.1e+07,"train","X1","bone","99.",1,"12",31900000,3.2e+07,"train","X1","bone","99.",2,"12",31900000,3.2e+07,"train","X1","bone","99.",3,"13",23500000,23600000,"train","X1","bone","99.",4,"11",128600000,128700000,"train","X1","bone","99.",5,"11",128600000,128700000,"train","X1","bone","99.",6,"13",19300000,19400000,"train","X1","bone","99.",7,"13",21700000,21800000,"train","X1","bone","99.",8,"12",48300000,48400000,"train","X1","bone","99.",9,"13",42700000,42800000,"train","X1","bone","99.",10,"13",42700000,42800000,"train","X1","bone","99.",11,"13",19300000,19400000,"train","X1","bone","99.",12,"13",78400000,78500000,"train","X1","bone","99.",13,"13",60900000,6.1e+07,"train","X1","bone","99.",14,"13",70600000,70700000,"train","X1","bone","99.",15,"13",57100000,57200000,"train","X1","bone","99.",16,"13",40200000,40300000,"train","X1","bone","99.",17,"13",70600000,70700000,"train","X1","bone","99.",18,"13",45900000,4.6e+07,"train","X1","bone","99.",19,"13",60900000,6.1e+07,"train","X1","bone","99.",20,"13",45900000,4.6e+07,"train","X1","bone","99.",21,"13",60900000,6.1e+07,"train","X1","bone","99.",22,"13",67900000,6.8e+07,"train","X1","bone","99.",23,"13",19300000,19400000,"train","X1","bone","99.",24,"13",23500000,23600000,"train","X1","bone","99.",25,"13",45900000,4.6e+07,"train","X1","bone","99.",26,"13",19300000,19400000,"train","X1","bone","99.",27,"13",42700000,42800000,"train","X1","bone","99.",28,"13",57100000,57200000,"train","X1","bone","99.",29,"13",70600000,70700000,"train","X1","bone","99.",30
"812","13",67900000,6.8e+07,"train","X1","bone","99.",1,"12",48300000,48400000,"train","X1","bone","99.",2,"13",19300000,19400000,"train","X1","bone","99.",3,"13",42700000,42800000,"train","X1","bone","99.",4,"12",31900000,3.2e+07,"train","X1","bone","99.",5,"12",31900000,3.2e+07,"train","X1","bone","99.",6,"13",23500000,23600000,"train","X1","bone","99.",7,"13",22300000,22400000,"train","X1","bone","99.",8,"13",19300000,19400000,"train","X1","bone","99.",9,"13",45900000,4.6e+07,"train","X1","bone","99.",10,"13",45900000,4.6e+07,"train","X1","bone","99.",11,"13",21700000,21800000,"train","X1","bone","99.",12,"13",81800000,81900000,"train","X1","bone","99.",13,"13",67900000,6.8e+07,"train","X1","bone","99.",14,"13",78300000,78400000,"train","X1","bone","99.",15,"13",60900000,6.1e+07,"train","X1","bone","99.",16,"13",45900000,4.6e+07,"train","X1","bone","99.",17,"13",82800000,82900000,"train","X1","bone","99.",18,"13",67900000,6.8e+07,"train","X1","bone","99.",19,"13",67900000,6.8e+07,"train","X1","bone","99.",20,"13",57100000,57200000,"train","X1","bone","99.",21,"13",67900000,6.8e+07,"train","X1","bone","99.",22,"13",78300000,78400000,"train","X1","bone","99.",23,"13",22300000,22400000,"train","X1","bone","99.",24,"13",40200000,40300000,"train","X1","bone","99.",25,"13",57100000,57200000,"train","X1","bone","99.",26,"13",21700000,21800000,"train","X1","bone","99.",27,"13",57100000,57200000,"train","X1","bone","99.",28,"13",60900000,6.1e+07,"train","X1","bone","99.",29,"13",78300000,78400000,"train","X1","bone","99.",30
"814","13",78300000,78400000,"train","X1","bone","99.",1,"13",22300000,22400000,"train","X1","bone","99.",2,"13",21700000,21800000,"train","X1","bone","99.",3,"13",45900000,4.6e+07,"train","X1","bone","99.",4,"12",48300000,48400000,"train","X1","bone","99.",5,"13",19300000,19400000,"train","X1","bone","99.",6,"13",40200000,40300000,"train","X1","bone","99.",7,"13",40200000,40300000,"train","X1","bone","99.",8,"13",21700000,21800000,"train","X1","bone","99.",9,"13",57100000,57200000,"train","X1","bone","99.",10,"13",57100000,57200000,"train","X1","bone","99.",11,"13",22300000,22400000,"train","X1","bone","99.",12,"13",101900000,1.02e+08,"train","X1","bone","99.",13,"13",70600000,70700000,"train","X1","bone","99.",14,"13",78400000,78500000,"train","X1","bone","99.",15,"13",67900000,6.8e+07,"train","X1","bone","99.",16,"13",60900000,6.1e+07,"train","X1","bone","99.",17,"13",101900000,1.02e+08,"train","X1","bone","99.",18,"13",78400000,78500000,"train","X1","bone","99.",19,"13",70600000,70700000,"train","X1","bone","99.",20,"13",70600000,70700000,"train","X1","bone","99.",21,"13",78300000,78400000,"train","X1","bone","99.",22,"13",78400000,78500000,"train","X1","bone","99.",23,"13",23500000,23600000,"train","X1","bone","99.",24,"13",42700000,42800000,"train","X1","bone","99.",25,"13",60900000,6.1e+07,"train","X1","bone","99.",26,"13",23500000,23600000,"train","X1","bone","99.",27,"13",78300000,78400000,"train","X1","bone","99.",28,"13",78300000,78400000,"train","X1","bone","99.",29,"13",78400000,78500000,"train","X1","bone","99.",30
